d,CA_1,CA_2,CA_3,CA_4,TX_1,TX_2,TX_3,WI_1,WI_2,WI_3,date,CA_1_rolling_28,CA_2_rolling_28,CA_3_rolling_28,CA_4_rolling_28,TX_1_rolling_28,TX_2_rolling_28,TX_3_rolling_28,WI_1_rolling_28,WI_2_rolling_28,WI_3_rolling_28
d_1157,5767,4280,7685,2767,3919,4544,3646,3747,3667,3134,2014-03-30,4074.964285714286,3051.214285714286,6105.428571428572,2276.6785714285716,3044.035714285714,3640.5,3424.6785714285716,2991.1785714285716,4023.035714285714,3109.75
d_1158,3608,2282,5579,2136,2782,3274,3450,2303,2982,2276,2014-03-31,4066.5714285714284,3032.5714285714284,6080.928571428572,2271.1428571428573,3038.214285714286,3625.8928571428573,3418.1428571428573,2975.3928571428573,3936.3214285714284,3063.1071428571427
d_1159,3773,2413,6126,2193,3162,3269,3777,2752,3620,2623,2014-04-01,4083.0,3026.1071428571427,6097.428571428572,2275.214285714286,3069.6785714285716,3644.3571428571427,3459.464285714286,2989.214285714286,3930.0714285714284,3063.8214285714284
d_1160,4052,2589,5967,2136,2657,2889,2969,2599,4837,3004,2014-04-02,4122.392857142857,3037.535714285714,6127.428571428572,2278.25,3061.214285714286,3627.6785714285716,3457.8214285714284,3001.8214285714284,3940.8214285714284,3069.8571428571427
d_1161,4029,2739,6452,2143,2878,3401,3542,2788,5345,3287,2014-04-03,4149.75,3047.75,6172.035714285715,2286.1785714285716,3060.285714285714,3633.964285714286,3464.6785714285716,3002.535714285714,3972.535714285714,3075.8928571428573
d_1162,4307,3069,6317,2182,3054,3594,3160,3097,4131,2774,2014-04-04,4157.428571428572,3056.0714285714284,6204.142857142857,2282.0714285714284,3065.1428571428573,3632.464285714286,3458.214285714286,3004.714285714286,3982.1071428571427,3052.5714285714284
d_1163,5805,4138,7744,2790,3742,4500,4105,4647,5558,3747,2014-04-05,4183.678571428572,3060.214285714286,6241.285714285715,2304.035714285714,3075.1428571428573,3637.5,3467.535714285714,3020.6785714285716,3982.3214285714284,3040.0714285714284
d_1164,6337,3787,8496,3090,4326,4924,4209,4135,5669,3817,2014-04-06,4198.821428571428,3044.6428571428573,6232.678571428572,2307.3928571428573,3069.964285714286,3622.6785714285716,3461.964285714286,3024.5,3975.1071428571427,3028.285714285714
d_1165,4494,2585,7378,2613,3254,3744,3572,2511,3774,2669,2014-04-07,4203.178571428572,3049.3928571428573,6239.214285714285,2314.6071428571427,3077.9285714285716,3620.8214285714284,3443.9285714285716,3019.035714285714,3958.1428571428573,3007.214285714286
d_1166,4045,2473,7227,2407,2751,3194,2915,2628,4817,2791,2014-04-08,4228.357142857143,3048.3214285714284,6282.142857142857,2327.3571428571427,3067.75,3608.964285714286,3423.4285714285716,3016.1071428571427,3964.8928571428573,2990.464285714286
d_1167,3966,2890,6448,2251,2904,3312,3130,2596,4754,2958,2014-04-09,4250.142857142857,3059.6071428571427,6297.321428571428,2335.3214285714284,3060.464285714286,3599.75,3400.535714285714,3015.535714285714,3964.6071428571427,2984.035714285714
d_1168,4015,2618,6457,2137,2829,3212,3161,2778,3743,2088,2014-04-10,4275.714285714285,3063.285714285714,6317.678571428572,2340.964285714286,3053.3214285714284,3585.6071428571427,3382.9285714285716,3018.9285714285716,3964.964285714286,2962.285714285714
d_1169,4350,2808,6371,2581,3367,3902,3631,3360,4619,3450,2014-04-11,4286.107142857143,3056.714285714286,6336.607142857143,2351.464285714286,3068.4285714285716,3599.035714285714,3382.5714285714284,3023.6428571428573,3959.75,2954.6785714285716
d_1170,5171,3738,7068,2813,4121,4538,4171,4579,5906,4050,2014-04-12,4276.964285714285,3046.964285714286,6340.142857142857,2357.9285714285716,3081.1785714285716,3609.25,3386.714285714286,3032.5714285714284,3992.3571428571427,2946.6071428571427
d_1171,5590,3952,7896,2745,4739,5108,4670,3650,4334,3399,2014-04-13,4285.535714285715,3042.5,6340.642857142857,2359.214285714286,3108.8928571428573,3617.464285714286,3394.785714285714,3026.3928571428573,3998.964285714286,2921.535714285714
d_1172,3901,2554,6117,2440,2935,3352,3377,2990,4880,3205,2014-04-14,4297.928571428572,3038.3928571428573,6349.571428571428,2368.3928571428573,3110.964285714286,3610.6428571428573,3397.8214285714284,3051.8928571428573,4058.25,2943.035714285714
d_1173,3490,2596,6008,2080,3220,3883,4054,3027,4827,3211,2014-04-15,4308.75,3042.4285714285716,6369.75,2369.535714285714,3126.6785714285716,3638.464285714286,3438.0714285714284,3077.964285714286,4119.964285714285,2960.3214285714284
d_1174,4201,2534,5707,2274,3080,3415,3489,2894,3971,2663,2014-04-16,4341.642857142857,3042.25,6407.607142857143,2371.214285714286,3150.8214285714284,3646.535714285714,3446.964285714286,3099.5,4149.214285714285,2969.1785714285716
d_1175,4048,2618,5916,2070,2774,3352,3248,2992,3397,2778,2014-04-17,4366.678571428572,3047.535714285714,6442.357142857143,2375.75,3161.5,3653.6071428571427,3465.25,3124.285714285714,4163.357142857143,2981.1785714285716
d_1176,5074,3217,6169,2354,3350,4401,3917,3717,3811,2895,2014-04-18,4406.142857142857,3056.035714285714,6464.642857142857,2380.285714285714,3182.5,3691.714285714286,3487.6785714285716,3157.464285714286,4179.464285714285,2979.25
d_1177,6257,4134,8368,3035,3990,4918,4323,4718,4269,3807,2014-04-19,4448.428571428572,3051.6071428571427,6523.321428571428,2397.25,3196.3214285714284,3731.1785714285716,3513.535714285714,3179.8571428571427,4179.892857142857,2991.5714285714284
d_1178,4814,3509,7668,2362,4345,4667,3541,2559,2483,2986,2014-04-20,4417.535714285715,3025.214285714286,6513.464285714285,2381.535714285714,3218.25,3733.1428571428573,3501.5714285714284,3136.464285714286,4127.857142857143,2970.8928571428573
d_1179,3829,2496,5868,2226,2779,3250,3264,2376,3398,2140,2014-04-21,4413.107142857143,3024.214285714286,6509.071428571428,2382.3214285714284,3220.464285714286,3727.6785714285716,3504.0714285714284,3129.964285714286,4143.714285714285,2963.5714285714284
d_1180,3785,2518,5522,2200,2818,3439,2929,2330,2733,2404,2014-04-22,4429.857142857143,3026.9285714285716,6521.285714285715,2387.8571428571427,3230.535714285714,3738.9285714285716,3510.75,3140.3214285714284,4140.464285714285,2970.25
d_1181,3344,2350,5892,2044,2615,3284,3032,2397,3191,2288,2014-04-23,4439.25,3019.8214285714284,6551.821428571428,2386.75,3245.8928571428573,3812.214285714286,3516.214285714286,3141.714285714286,4135.964285714285,2969.785714285714
d_1182,3500,2343,6018,2079,2691,3320,3048,2570,3118,2105,2014-04-24,4444.0,3009.8928571428573,6582.857142857143,2389.6785714285716,3252.3928571428573,3778.6071428571427,3530.035714285714,3145.714285714286,4138.107142857143,2968.9285714285716
d_1183,4186,2668,5396,2141,2781,3580,3498,3071,3620,2486,2014-04-25,4453.285714285715,2999.5,6578.892857142857,2384.285714285714,3261.535714285714,3791.035714285714,3553.5714285714284,3149.4285714285716,4133.178571428572,2953.6785714285716
d_1184,5444,4192,7095,2306,3668,4336,3748,4181,4329,3078,2014-04-26,4470.785714285715,3003.214285714286,6605.535714285715,2378.3928571428573,3268.964285714286,3807.214285714286,3556.285714285714,3142.5714285714284,4135.107142857143,2932.6071428571427
d_1185,5570,4070,8148,2666,4014,4310,4047,4076,3525,3014,2014-04-27,4463.75,2995.714285714286,6622.071428571428,2374.785714285714,3272.3571428571427,3798.8571428571427,3570.6071428571427,3154.3214285714284,4130.035714285715,2928.3214285714284
d_1186,3917,2474,6004,2106,2880,3422,3501,2429,2718,2057,2014-04-28,4474.785714285715,3002.5714285714284,6637.25,2373.714285714286,3275.8571428571427,3804.1428571428573,3572.4285714285716,3158.8214285714284,4120.607142857143,2920.5
d_1187,3260,2308,5718,2104,2391,3086,2996,2555,3266,2181,2014-04-29,4456.464285714285,2998.8214285714284,6622.678571428572,2370.535714285714,3248.3214285714284,3797.6071428571427,3544.535714285714,3151.785714285714,4107.964285714285,2904.714285714286
d_1188,3505,2200,5440,1985,2390,2857,2933,2682,3053,1838,2014-04-30,4436.928571428572,2984.9285714285716,6603.857142857143,2365.1428571428573,3238.785714285714,3796.464285714286,3543.25,3154.75,4044.25,2863.0714285714284
d_1189,4061,2697,6727,2044,2996,3344,3273,2569,3747,2401,2014-05-01,4438.071428571428,2983.4285714285716,6613.678571428572,2361.6071428571427,3243.0,3794.4285714285716,3533.6428571428573,3146.9285714285716,3987.1785714285716,2831.4285714285716
d_1190,4724,3390,7079,2333,2861,3566,3358,3370,4827,3443,2014-05-02,4452.964285714285,2994.8928571428573,6640.892857142857,2367.0,3236.1071428571427,3793.4285714285716,3540.714285714286,3156.6785714285716,4012.035714285714,2855.3214285714284
d_1191,5872,3863,7983,2602,4046,4274,4430,3988,5618,3866,2014-05-03,4455.357142857143,2985.0714285714284,6649.428571428572,2360.285714285714,3246.964285714286,3785.3571428571427,3552.3214285714284,3133.1428571428573,4014.1785714285716,2859.5714285714284
d_1192,6325,3753,7997,2674,3858,4579,4284,4100,4219,3350,2014-05-04,4454.928571428572,2983.8571428571427,6631.607142857143,2345.4285714285716,3230.25,3773.035714285714,3555.0,3131.8928571428573,3962.3928571428573,2842.8928571428573
d_1193,4383,2567,6907,2287,3026,3606,3561,2536,4327,2620,2014-05-05,4450.964285714285,2983.214285714286,6614.785714285715,2333.785714285714,3222.1071428571427,3768.1071428571427,3554.6071428571427,3132.785714285714,3982.1428571428573,2841.1428571428573
d_1194,3818,2524,6479,1956,2887,3514,3392,2569,4076,2396,2014-05-06,4442.857142857143,2985.035714285714,6588.071428571428,2317.6785714285716,3226.964285714286,3779.535714285714,3571.6428571428573,3130.6785714285716,3955.6785714285716,2827.035714285714
d_1195,3818,2258,6017,2011,3557,3359,3030,2379,3417,2300,2014-05-07,4437.571428571428,2962.464285714286,6572.678571428572,2309.1071428571427,3250.285714285714,3781.214285714286,3568.0714285714284,3122.9285714285716,3907.9285714285716,2803.535714285714
d_1196,3676,2230,6212,2086,2317,3138,2815,2694,4084,2567,2014-05-08,4425.464285714285,2948.6071428571427,6563.928571428572,2307.285714285714,3232.0,3778.5714285714284,3555.714285714286,3119.9285714285716,3920.1071428571427,2820.6428571428573
d_1197,4386,2670,6366,2406,2665,3527,3436,3359,4216,3332,2014-05-09,4426.75,2943.6785714285716,6563.75,2301.035714285714,3206.9285714285716,3765.1785714285716,3548.75,3119.8928571428573,3905.714285714286,2816.4285714285716
d_1198,5100,3869,7141,2634,3596,4395,3938,4358,4565,3247,2014-05-10,4424.214285714285,2948.3571428571427,6566.357142857143,2294.6428571428573,3188.1785714285716,3760.0714285714284,3540.4285714285716,3112.0,3857.8214285714284,2787.75
d_1199,4184,3023,7390,2323,3746,4281,3736,3024,3416,3057,2014-05-11,4374.0,2915.1785714285716,6548.285714285715,2279.5714285714284,3152.714285714286,3730.535714285714,3507.0714285714284,3089.6428571428573,3825.035714285714,2775.535714285714
d_1200,4256,2523,6932,2572,3229,3539,3694,3105,4869,3203,2014-05-12,4386.678571428572,2914.0714285714284,6577.392857142857,2284.285714285714,3163.214285714286,3737.214285714286,3518.3928571428573,3093.75,3824.6428571428573,2775.464285714286
d_1201,3996,2338,6263,2362,2980,3340,3041,2868,3810,2846,2014-05-13,4404.75,2904.8571428571427,6586.5,2294.3571428571427,3154.6428571428573,3717.8214285714284,3482.214285714286,3088.0714285714284,3788.3214285714284,2762.4285714285716
d_1202,3554,2163,6310,2052,2496,3022,2753,3101,4305,3061,2014-05-14,4381.642857142857,2891.6071428571427,6608.035714285715,2286.4285714285716,3133.785714285714,3703.785714285714,3455.9285714285716,3095.464285714286,3800.25,2776.6428571428573
d_1203,3451,2439,5833,2328,2818,3189,3480,2665,4597,2722,2014-05-15,4360.321428571428,2885.214285714286,6605.071428571428,2295.6428571428573,3135.3571428571427,3697.964285714286,3464.214285714286,3083.785714285714,3843.1071428571427,2774.6428571428573
d_1204,4454,2795,5827,2140,3191,3159,3239,3245,3655,2884,2014-05-16,4338.178571428572,2870.1428571428573,6592.857142857143,2288.0,3129.6785714285716,3653.6071428571427,3440.0,3066.9285714285716,3837.535714285714,2774.25
d_1205,5041,3586,6892,2251,3345,3715,3685,4146,4377,2981,2014-05-17,4294.75,2850.5714285714284,6540.142857142857,2260.0,3106.6428571428573,3610.6428571428573,3417.214285714286,3046.5,3841.3928571428573,2744.75
d_1206,5703,3790,7512,2793,3811,4631,3946,3924,3814,3096,2014-05-18,4326.5,2860.6071428571427,6534.571428571428,2275.3928571428573,3087.5714285714284,3609.3571428571427,3431.6785714285716,3095.25,3888.9285714285716,2748.6785714285716
d_1207,4054,2433,6044,2525,2767,3252,3238,2570,3258,2173,2014-05-19,4334.535714285715,2858.3571428571427,6540.857142857143,2286.0714285714284,3087.1428571428573,3609.4285714285716,3430.75,3102.1785714285716,3883.9285714285716,2749.8571428571427
d_1208,3189,2428,5658,2119,2644,3159,2921,2736,2951,2121,2014-05-20,4313.25,2855.1428571428573,6545.714285714285,2283.1785714285716,3080.9285714285716,3599.4285714285716,3430.464285714286,3116.6785714285716,3891.714285714286,2739.75
d_1209,3179,2299,5600,1852,2444,3109,2934,2575,3124,1967,2014-05-21,4307.357142857143,2853.3214285714284,6535.285714285715,2276.3214285714284,3074.8214285714284,3593.1785714285716,3426.964285714286,3123.035714285714,3889.3214285714284,2728.285714285714
d_1210,3434,2630,5295,2058,2537,3226,2930,2994,3146,2136,2014-05-22,4305.0,2863.5714285714284,6509.464285714285,2275.5714285714284,3069.3214285714284,3589.8214285714284,3422.75,3138.1785714285716,3890.3214285714284,2729.3928571428573
d_1211,3918,2930,5622,2354,2621,3502,3128,3207,3508,2635,2014-05-23,4295.428571428572,2872.9285714285716,6517.535714285715,2283.1785714285716,3063.6071428571427,3587.035714285714,3409.535714285714,3143.035714285714,3886.3214285714284,2734.714285714286
d_1212,4658,3669,6304,2320,3460,4259,3455,3623,3693,2945,2014-05-24,4267.357142857143,2854.25,6489.285714285715,2283.6785714285716,3056.1785714285716,3584.285714285714,3399.0714285714284,3123.1071428571427,3863.6071428571427,2729.964285714286
d_1213,4520,3136,6533,2171,3596,3888,3426,3130,2894,2671,2014-05-25,4229.857142857143,2820.8928571428573,6431.607142857143,2266.0,3041.25,3569.214285714286,3376.8928571428573,3089.3214285714284,3841.0714285714284,2717.714285714286
d_1214,4405,2920,6575,2391,2678,3569,2920,2890,2669,2442,2014-05-26,4247.285714285715,2836.8214285714284,6452.0,2276.1785714285716,3034.035714285714,3574.464285714286,3356.1428571428573,3105.785714285714,3839.3214285714284,2731.464285714286
d_1215,3620,2135,5837,2413,2342,2827,2483,2420,2685,2150,2014-05-27,4260.142857142857,2830.6428571428573,6456.25,2287.214285714286,3032.285714285714,3565.214285714286,3337.8214285714284,3100.964285714286,3818.5714285714284,2730.3571428571427
d_1216,3304,2197,4872,2176,2293,3030,2794,2563,2933,1947,2014-05-28,4252.964285714285,2830.535714285714,6435.964285714285,2294.035714285714,3028.8214285714284,3571.3928571428573,3332.8571428571427,3096.714285714286,3814.285714285714,2734.25
d_1217,3196,2009,4989,2082,2470,3023,2571,2528,2736,2085,2014-05-29,4222.071428571428,2805.964285714286,6373.892857142857,2295.3928571428573,3010.035714285714,3559.9285714285716,3307.785714285714,3095.25,3778.1785714285716,2722.964285714286
d_1218,4018,2625,5503,2163,3168,3498,3150,3202,3893,2520,2014-05-30,4196.857142857143,2778.6428571428573,6317.607142857143,2289.3214285714284,3021.0,3557.5,3300.3571428571427,3089.25,3744.8214285714284,2690.0
d_1219,5160,3424,7060,2560,3348,4154,3718,4302,4087,2879,2014-05-31,4171.428571428572,2762.964285714286,6284.642857142857,2287.8214285714284,2996.0714285714284,3553.214285714286,3274.9285714285716,3100.464285714286,3690.1428571428573,2654.75
d_1220,6040,3505,8172,2755,4059,4675,4481,4106,3824,2985,2014-06-01,4161.25,2754.1071428571427,6290.892857142857,2290.714285714286,3003.25,3556.6428571428573,3281.964285714286,3100.6785714285716,3676.035714285714,2641.714285714286
d_1221,4388,2552,6985,2692,2978,3586,3458,2882,4562,3229,2014-06-02,4161.428571428572,2753.5714285714284,6293.678571428572,2305.1785714285716,3001.535714285714,3555.9285714285716,3278.285714285714,3113.035714285714,3684.4285714285716,2663.464285714286
d_1222,3881,2635,7037,2224,3025,3670,3624,3335,5570,3356,2014-06-03,4163.678571428572,2757.535714285714,6313.607142857143,2314.75,3006.464285714286,3561.5,3286.5714285714284,3140.3928571428573,3737.785714285714,2697.75
d_1223,3735,2437,6436,2215,2720,3367,2951,2819,3877,2342,2014-06-04,4160.714285714285,2763.9285714285716,6328.571428571428,2322.035714285714,2976.5714285714284,3561.785714285714,3283.75,3156.1071428571427,3754.214285714286,2699.25
d_1224,3796,2397,6453,2426,3277,3975,3347,2804,4350,2830,2014-06-05,4165.0,2769.8928571428573,6337.178571428572,2334.1785714285716,3010.8571428571427,3591.6785714285716,3302.75,3160.035714285714,3763.714285714286,2708.6428571428573
d_1225,4227,2842,6271,2485,3570,3175,3559,3386,4685,3257,2014-06-06,4159.321428571428,2776.035714285714,6333.785714285715,2337.0,3043.1785714285716,3579.1071428571427,3307.1428571428573,3161.0,3780.464285714286,2705.964285714286
d_1226,5416,3415,7576,2739,3670,5556,4336,4089,4324,3226,2014-06-07,4170.607142857143,2759.8214285714284,6349.321428571428,2340.75,3045.8214285714284,3620.5714285714284,3321.3571428571427,3151.3928571428573,3771.8571428571427,2705.214285714286
d_1227,5977,3196,7805,2968,3891,4622,4335,4093,5018,3374,2014-06-08,4234.642857142857,2766.0,6364.142857142857,2363.785714285714,3051.0,3632.75,3342.75,3189.5714285714284,3829.0714285714284,2716.535714285714
d_1228,4631,2391,7664,2620,2970,3636,3476,3012,4857,2999,2014-06-09,4248.035714285715,2761.285714285714,6390.285714285715,2365.5,3041.75,3636.214285714286,3334.964285714286,3186.25,3828.6428571428573,2709.25
d_1229,3894,2355,6497,2442,2596,3255,3370,2766,3976,2507,2014-06-10,4244.392857142857,2761.8928571428573,6398.642857142857,2368.3571428571427,3028.035714285714,3633.1785714285716,3346.714285714286,3182.6071428571427,3834.5714285714284,2697.1428571428573
d_1230,3849,2390,6243,2314,2959,3742,3472,2830,4357,2488,2014-06-11,4254.928571428572,2770.0,6396.25,2377.714285714286,3044.5714285714284,3658.8928571428573,3372.3928571428573,3172.9285714285716,3836.4285714285716,2676.6785714285716
d_1231,3745,2379,6023,2314,3011,3722,3224,2884,4706,3069,2014-06-12,4265.428571428572,2767.8571428571427,6403.035714285715,2377.214285714286,3051.464285714286,3677.9285714285716,3363.25,3180.75,3840.3214285714284,2689.0714285714284
d_1232,4621,2695,6468,2524,3309,4379,3921,3550,3991,2898,2014-06-13,4271.392857142857,2764.285714285714,6425.928571428572,2390.9285714285716,3055.6785714285716,3721.5,3387.6071428571427,3191.6428571428573,3852.3214285714284,2689.5714285714284
d_1233,5589,3522,7569,2884,3949,4790,4250,4254,4694,3483,2014-06-14,4290.964285714285,2762.0,6450.107142857143,2413.535714285714,3077.25,3759.8928571428573,3407.785714285714,3195.5,3863.6428571428573,2707.5
